"StudentID"	"School"
"259527"	"B"
"256599"	"A"
"252137"	"A"
"259558"	"B"
"252601"	"A"
"253192"	"A"
"255222"	"A"
"258259"	"A"
"255232"	"A"
"258802"	"A"
"254314"	"A"
"253008"	"B"
"258435"	"B"
"254703"	"B"
"253867"	"A"
"251922"	"A"
"256535"	"A"
"255823"	"B"
"250234"	"B"
"252683"	"B"
"250718"	"B"
"259979"	"B"
"252872"	"A"
"258557"	"B"
"250315"	"A"
"257869"	"A"
"257277"	"A"
"256399"	"A"
"257341"	"A"
"256403"	"B"
"252700"	"A"
"252822"	"A"
"256759"	"A"
"253869"	"A"
"255009"	"A"
"252987"	"A"
"257318"	"A"
"250381"	"B"
"256317"	"B"
"257095"	"A"
"259611"	"B"
"254181"	"B"
"253112"	"A"
"256540"	"A"
"254596"	"B"
"259605"	"B"
"259821"	"B"
"252242"	"A"
"258939"	"A"
"251118"	"A"
"253694"	"B"
"259467"	"A"
"254850"	"A"
"258957"	"A"
"259767"	"A"
"254074"	"A"
"253980"	"A"
"253048"	"B"
"254499"	"B"
"258001"	"B"
"259562"	"B"
"253931"	"A"
"250970"	"A"
"251081"	"B"
"252121"	"A"
"251439"	"B"
"257134"	"B"
"258561"	"A"
"254889"	"B"
"252727"	"B"
"256459"	"B"
"258855"	"A"
"255979"	"B"
"255825"	"B"
"258168"	"B"
"254592"	"B"
"251809"	"B"
"255464"	"B"
"254574"	"B"
"255862"	"A"
"252040"	"A"
"250819"	"B"
"256786"	"A"
"258077"	"B"
"259802"	"B"
"259018"	"A"
"259119"	"B"
"251820"	"B"
"258941"	"A"
"251792"	"A"
"251830"	"B"
"258511"	"B"
"250442"	"B"
"259861"	"B"
"252292"	"B"
"259081"	"A"
"255018"	"A"
"257019"	"B"
"250334"	"B"
"252315"	"A"
"256264"	"A"
"251157"	"B"
"252794"	"A"
"259035"	"A"
"259147"	"A"
"258565"	"A"
"251783"	"A"
"254374"	"B"
"257982"	"A"
"250881"	"B"
"257607"	"B"
"258601"	"B"
"253418"	"A"
"258708"	"A"
"254871"	"A"
"252905"	"A"
"258074"	"A"
"259701"	"B"
"258126"	"A"
"251660"	"A"
"257471"	"A"
"250657"	"A"
"259477"	"A"
"259559"	"B"
"253711"	"B"
"259936"	"B"
"257007"	"A"
"257809"	"A"
"256178"	"A"
"253131"	"B"
"257914"	"B"
"250691"	"A"
"259956"	"B"
"259947"	"B"
"254840"	"A"
"252858"	"B"
"259001"	"B"
"258969"	"B"
"259680"	"A"
"257644"	"A"
"256605"	"B"
"256247"	"A"
"252280"	"A"
"250219"	"A"
"259938"	"B"
"250021"	"B"
"251106"	"A"
"253636"	"A"
"259357"	"A"
"255699"	"B"
"256900"	"B"
"258124"	"A"
"254666"	"A"
"253553"	"B"
"258053"	"B"
"252965"	"B"
"258374"	"A"
"258197"	"A"
"258188"	"B"
"257933"	"B"
"254429"	"A"
"259815"	"B"
"257034"	"A"
"252071"	"B"
"259234"	"B"
"256653"	"A"
"259879"	"A"
"258673"	"A"
"253014"	"B"
"255535"	"B"
"256258"	"B"
"252399"	"A"
"254210"	"B"
"251191"	"B"
"256311"	"B"
"259230"	"B"
"253025"	"B"
"256422"	"A"
"258579"	"A"
"259240"	"A"
"250913"	"B"
"256504"	"A"
"250764"	"B"
"252488"	"B"
"255045"	"B"
"257160"	"A"
"253339"	"B"
"254934"	"A"
"258076"	"B"
"251670"	"B"
"254886"	"B"
"253347"	"B"
"250046"	"B"
"257374"	"B"
"251395"	"B"
"256771"	"B"
"251886"	"A"
"256301"	"A"
"251256"	"A"
"254057"	"B"
"253315"	"A"
"259073"	"B"
"253969"	"B"
"250887"	"A"
"255694"	"A"
"250967"	"A"
"259538"	"B"
"252961"	"B"
"254062"	"A"
"255641"	"B"
"253169"	"A"
"257310"	"B"
"254437"	"A"
"255773"	"B"
"252408"	"B"
"252880"	"A"
"256849"	"A"
"258774"	"A"
"254472"	"B"
"256443"	"A"
"250696"	"B"
"258577"	"B"
"252018"	"A"
"255506"	"B"
"258080"	"B"
"251568"	"B"
"254870"	"B"
"255733"	"A"
"251584"	"B"
"253848"	"B"
"251819"	"A"
"258959"	"A"
"257788"	"A"
"252279"	"B"
"251746"	"B"
"255525"	"B"
"255483"	"A"
"259526"	"B"
"254183"	"A"
"251967"	"A"
"257505"	"A"
"254548"	"B"
"253186"	"A"
"256236"	"A"
"256276"	"B"
"257694"	"A"
"256722"	"A"
"251707"	"A"
"258307"	"B"
"250196"	"B"
"252803"	"A"
"251977"	"B"
"253306"	"B"
"259729"	"B"
"252592"	"A"
"255659"	"B"
"255997"	"A"
"254061"	"B"
"255748"	"B"
"250121"	"A"
"258210"	"A"
"258751"	"A"
"252958"	"B"
"255046"	"A"
"255105"	"B"
"252974"	"B"
"257897"	"A"
"250598"	"B"
"256586"	"B"
"255674"	"A"
"251127"	"A"
"251918"	"B"
"257257"	"B"
"252229"	"B"
"256656"	"A"
"259942"	"A"
"259167"	"B"
"254453"	"B"
"259092"	"A"
"251557"	"B"
"250550"	"A"
"258515"	"B"
"251474"	"B"
"256655"	"A"
"259036"	"B"
"251343"	"B"
"252904"	"B"
"252250"	"B"
"257963"	"B"
"255745"	"B"
"258297"	"B"
"256654"	"A"
"255062"	"A"
"251987"	"A"
"252231"	"A"
"254677"	"B"
"250169"	"B"
"256854"	"B"
"255057"	"A"
"257183"	"B"
"256994"	"A"
"254784"	"B"
"252729"	"B"
"250289"	"A"
"255148"	"B"
"253671"	"B"
"250010"	"B"
"257159"	"A"
"252843"	"A"
"258652"	"A"
"252915"	"A"
"251857"	"B"
"252328"	"B"
"255924"	"B"
"256249"	"B"
"257911"	"B"
"254237"	"A"
"255732"	"B"
"255843"	"B"
"255271"	"B"
"258057"	"B"
"257812"	"A"
"250188"	"A"
"254813"	"B"
"256861"	"A"
"255960"	"B"
"253660"	"B"
"255345"	"A"
"254613"	"A"
"257038"	"B"
"256650"	"B"
"258235"	"A"
"256705"	"A"
"250728"	"A"
"256670"	"A"
"257711"	"A"
"256115"	"A"
"257131"	"B"
"257217"	"A"
"259860"	"A"
"255343"	"A"
"251311"	"A"
"256874"	"B"
"251727"	"B"
"251938"	"B"
"253442"	"A"
"255344"	"B"
"258940"	"B"
"253420"	"A"
"258724"	"B"
"258336"	"B"
"259822"	"B"
"259548"	"A"
"250368"	"B"
"254959"	"A"
"254684"	"B"
"259587"	"A"
"252316"	"B"
"259462"	"B"
"254271"	"B"
"253459"	"B"
"252117"	"A"
"259338"	"B"
"257173"	"A"
"255193"	"B"
"250862"	"A"
"253334"	"B"
"251026"	"B"
"259166"	"B"
"250336"	"B"
"253591"	"B"
"252732"	"B"
"253943"	"B"
"250825"	"B"
"255083"	"A"
"255048"	"B"
"256671"	"A"
"259246"	"B"
"256550"	"A"
"256945"	"B"
"251236"	"A"
"253837"	"A"
"258056"	"B"
"256393"	"A"
"258914"	"A"
"250179"	"A"
"259200"	"A"
"254580"	"A"
"256245"	"A"
"257773"	"B"
"251216"	"B"
"254089"	"A"
"256889"	"A"
"257137"	"A"
"250918"	"A"
"251831"	"A"
"255260"	"A"
"257069"	"A"
"250320"	"B"
"251613"	"B"
"256477"	"B"
"258912"	"B"
"252783"	"A"
"257643"	"B"
"251866"	"B"
"254973"	"B"
"256765"	"B"
"256296"	"A"
"250847"	"B"
"255298"	"B"
"255580"	"B"
"251045"	"B"
"257844"	"B"
"250606"	"B"
"251323"	"A"
"252139"	"B"
"254384"	"B"
"258786"	"A"
"259059"	"B"
"257335"	"B"
"256964"	"B"
"253272"	"B"
"256501"	"A"
"253617"	"A"
"253084"	"A"
"255489"	"B"
"251478"	"A"
"251440"	"A"
"257993"	"B"
"252755"	"A"
"259280"	"B"
"255833"	"A"
"258187"	"A"
"253890"	"A"
"250721"	"B"
"257855"	"B"
"256485"	"B"
"255324"	"A"
"253599"	"A"
"255004"	"A"
"254368"	"A"
"258224"	"B"
"253690"	"A"
"257736"	"B"
"254492"	"B"
"254483"	"A"
"254213"	"A"
"258684"	"A"
"258707"	"B"
"253111"	"A"
"258138"	"A"
"259590"	"B"
"252038"	"A"
"253168"	"A"
"256968"	"B"
"255364"	"B"
"258841"	"A"
"254372"	"A"
"251651"	"B"
"256212"	"A"
"252318"	"A"
"257575"	"B"
"255943"	"B"
"256587"	"B"
"259492"	"B"
"251120"	"B"
"255278"	"A"
"254086"	"B"
"258233"	"A"
"252757"	"B"
"257865"	"B"
"254980"	"B"
"259483"	"A"
"250016"	"B"
"256444"	"A"
"256779"	"B"
"256322"	"A"
"255306"	"B"
"257969"	"A"
"259636"	"A"
"253762"	"A"
"258881"	"B"
"259518"	"A"
"251491"	"B"
"256149"	"B"
"256799"	"B"
"255557"	"B"
"257266"	"A"
"251483"	"A"
"258459"	"A"
"259156"	"A"
"259934"	"A"
"257010"	"A"
"253032"	"A"
"256096"	"B"
"258293"	"B"
"252243"	"A"
"256288"	"B"
"258378"	"A"
"251099"	"A"
"256321"	"B"
"250584"	"B"
"253407"	"B"
"259095"	"A"
"255410"	"B"
"256852"	"B"
"254777"	"A"
"257727"	"A"
"254481"	"B"
"251600"	"A"
"256951"	"A"
"250690"	"B"
"256748"	"A"
"256732"	"A"
"254495"	"B"
"256126"	"B"
"255877"	"A"
"254949"	"B"
"252236"	"B"
"255003"	"A"
"259410"	"A"
"253471"	"A"
"253375"	"A"
"254497"	"B"
"258341"	"B"
"250886"	"B"
"252798"	"B"
"259414"	"A"
"250331"	"A"
"257100"	"B"
"250489"	"A"
"252136"	"A"
"251538"	"B"
"251532"	"B"
"253651"	"A"
"255640"	"B"
"251841"	"B"
"251946"	"B"
"251153"	"A"
"254705"	"B"
"254923"	"A"
"255064"	"B"
"250624"	"A"
"258397"	"B"
"250663"	"B"
"255579"	"B"
"253490"	"A"
"250413"	"A"
"251634"	"B"
"253138"	"A"
"258918"	"B"
"255122"	"B"
"252466"	"B"
"250830"	"A"
"256449"	"A"
"254367"	"A"
"251385"	"A"
"252430"	"B"
"256244"	"A"
"255624"	"B"
"257568"	"A"
"251205"	"B"
"256381"	"B"
"257817"	"A"
"251173"	"B"
"259690"	"B"
"251094"	"B"
"255495"	"A"
"250627"	"B"
"259466"	"A"
"254909"	"A"
"252580"	"A"
"257416"	"B"
"251210"	"B"
"258930"	"A"
"250267"	"A"
"251595"	"B"
"254755"	"A"
"253276"	"B"
"253575"	"B"
"259901"	"B"
"251710"	"A"
"251085"	"B"
"255720"	"B"
"256398"	"B"
"257762"	"B"
"251990"	"A"
"254327"	"A"
"257650"	"A"
"250192"	"B"
"250359"	"A"
"254956"	"A"
"254153"	"A"
"253409"	"A"
"254115"	"A"
"255835"	"A"
"252520"	"B"
"256341"	"A"
"251956"	"A"
"253519"	"A"
"251653"	"A"
"250558"	"A"
"259170"	"B"
"252375"	"B"
"255796"	"A"
"255909"	"B"
"255643"	"A"
"253410"	"B"
"255219"	"B"
"258413"	"A"
"255243"	"A"
"257796"	"B"
"256941"	"B"
"256641"	"A"
"259863"	"A"
"258958"	"B"
"256482"	"B"
"255400"	"A"
"258725"	"A"
"253845"	"B"
"257576"	"B"
"259825"	"A"
"252612"	"A"
"254469"	"B"
"252237"	"A"
"255814"	"B"
"254346"	"B"
"258446"	"A"
"255126"	"A"
"259215"	"B"
"251147"	"B"
"252730"	"A"
"259847"	"B"
"257885"	"B"
"251644"	"B"
"256692"	"B"
"253049"	"B"
"255591"	"A"
"256148"	"B"
"258084"	"A"
"255246"	"A"
"257460"	"B"
"258865"	"B"
"251560"	"A"
"251523"	"A"
"258158"	"A"
"257075"	"B"
"256318"	"A"
"258379"	"A"
"254411"	"B"
"256609"	"A"
"255896"	"B"
"251326"	"B"
"257763"	"A"
"251339"	"B"
"253958"	"B"
"252439"	"B"
"257378"	"A"
"254799"	"B"
"253557"	"A"
"257399"	"B"
"253950"	"A"
"254054"	"A"
"257846"	"A"
"250613"	"A"
"253152"	"A"
"255656"	"B"
"256721"	"A"
"250174"	"A"
"257366"	"A"
"250675"	"B"
"257475"	"B"
"257706"	"B"
"255653"	"A"
"259556"	"A"
"257345"	"A"
"253807"	"B"
"252844"	"A"
"258714"	"A"
"256037"	"B"
"259267"	"A"
"259495"	"B"
"256465"	"A"
"259184"	"B"
"255347"	"B"
"254591"	"B"
"259806"	"B"
"257901"	"A"
"256098"	"A"
"257104"	"A"
"255096"	"A"
"258677"	"A"
"254268"	"B"
"254557"	"B"
"256559"	"A"
"254175"	"B"
"250212"	"B"
"258571"	"B"
"257494"	"B"
"250707"	"B"
"258222"	"A"
"250472"	"A"
"257016"	"A"
"250866"	"B"
"257070"	"B"
"253182"	"A"
"250960"	"A"
"250028"	"A"
"254303"	"B"
"251289"	"A"
"259123"	"A"
"255252"	"A"
"257527"	"A"
"258004"	"A"
"253758"	"B"
"257280"	"A"
"252082"	"B"
"256101"	"B"
"255433"	"B"
"251582"	"B"
"257012"	"B"
"255022"	"A"
"254537"	"B"
"252443"	"A"
"256848"	"B"
"251562"	"B"
"256048"	"B"
"254113"	"B"
"258501"	"B"
"259908"	"A"
"256698"	"B"
"256419"	"A"
"259045"	"B"
"258318"	"A"
"251563"	"B"
"250246"	"B"
"250332"	"B"
"250934"	"B"
"257842"	"A"
"252421"	"A"
"252240"	"B"
"253584"	"A"
"259431"	"A"
"256661"	"B"
"258128"	"A"
"258094"	"B"
"253102"	"A"
"258272"	"A"
"250162"	"B"
"259229"	"B"
"254293"	"B"
"252462"	"B"
"253504"	"A"
"258935"	"B"
"250137"	"B"
"256733"	"B"
"258875"	"B"
"254965"	"B"
"258950"	"B"
"253040"	"A"
"252955"	"A"
"255894"	"B"
"256473"	"B"
"257657"	"B"
"256789"	"A"
"257782"	"B"
"251771"	"A"
"254414"	"B"
"250251"	"B"
"253698"	"B"
"252353"	"B"
"257446"	"A"
"257027"	"A"
"250585"	"B"
"250700"	"B"
"259646"	"A"
"252577"	"B"
"253854"	"B"
"252456"	"A"
"259274"	"A"
"254049"	"B"
"250506"	"B"
"252889"	"B"
"250350"	"B"
"258559"	"A"
"253477"	"B"
"253247"	"A"
"252195"	"A"
"256591"	"B"
"251675"	"B"
"251237"	"B"
"257516"	"B"
"256274"	"A"
"258863"	"B"
"255120"	"A"
"253725"	"B"
"250051"	"B"
"256659"	"A"
"251431"	"A"
"250059"	"A"
"258244"	"A"
"257130"	"B"
"254648"	"A"
"257732"	"A"
"258276"	"B"
"254077"	"B"
"257596"	"A"
"256926"	"A"
"251776"	"B"
"259994"	"A"
"250900"	"A"
"252994"	"B"
"257919"	"A"
"259940"	"A"
"252642"	"B"
"253951"	"A"
"257552"	"B"
"257891"	"B"
"257263"	"A"
"250736"	"A"
"253089"	"A"
"250494"	"A"
"258175"	"B"
"254862"	"A"
"256022"	"A"
"250760"	"B"
